language	category	cluster_id	signals	implicit_request	safety_context	scam_text	safe_text
Tanglish	qr_fraud	qr-secondhand-buyer	PAYMENT_REQUEST	false	true	Unga old table vaangaren. Naan anuppura payment receive panna indha QR scan panni amount approve pannunga.	Old table ku payment receive panna buyer QR scan panni debit approve panna thevai illa. Buyer direct transfer seiyalaam.
Tanglish	refund	refund-verification-deposit	PAYMENT_REQUEST	false	false	Appliance refund ready, aana verification deposit mudhalil en account ku transfer pannunga. Adhukku appuram full amount release aagum.	Appliance refund original payment method ku anuppiyachu. Vera deposit thevai illa; receipt la transaction reference irukku.
Tanglish	investment	investment-fixed-daily	INVESTMENT_PROMISE,PAYMENT_REQUEST	false	true	Enga private plan la loss varadhu. Ippo deposit pannunga, daily fixed profit um principal guarantee um irukku.	Daily fixed profit, loss varadhu nu sollura private plan ah nambi savings anuppa vendam. Provider details independent ah verify pannunga.
Tanglish	crypto	wallet-seed-support	CREDENTIAL_REQUEST	false	true	Wallet sync issue fix panna recovery oda twelve words enakku anuppunga. Support tool la phrase pottu coins restore panren.	Wallet recovery twelve words yaarukkum anuppa vendam. Support team ku phrase theriyanum nu avasiyam illa.
Tanglish	job_scam	job-registration-charge	PAYMENT_REQUEST	false	false	Interview illama job confirm aagiduchu. Offer letter release panna recruiter personal UPI ku registration fee pay pannunga.	Interview Thursday schedule pannirukkom. Role details mail la irukku; interview attend panna fee edhuvum illa.
Tanglish	delivery	address-card-update	LINK_REQUEST,CREDENTIAL_REQUEST	false	false	Delivery address verify aagala. https://parcel-fix.example la card number CVV fill pannunga, appodhaan parcel move aagum.	Delivery address la landmark missing. Original shopping app oda order page la landmark update pannunga.
Tanglish	remote_access	remote-ticket-id	REMOTE_ACCESS	true	true	Support tool open panni connection number sollunga. Full control request vandha allow pannunga, naan unga laptop operate panren.	Support tool connection number caller ku sonna remote access kidaikkalam. Neenga contact pannaadha aalukku full control allow panna vendam.
Tanglish	tech_support	printer-browser-session	REMOTE_ACCESS,CREDENTIAL_REQUEST	false	false	Printer repair ku desktop control venum. Banking login open panni password kudunga, adhula test panni printer fix panren.	Printer queue clear panna settings la Devices open pannunga. Indha instructions neengale follow pannalaam; remote control thevai illa.
Tanglish	kyc	kyc-short-link	IDENTITY_VERIFICATION,LINK_REQUEST,CREDENTIAL_REQUEST	false	true	KYC renew panna https://kyc-desk.example la bank username password enter pannunga. Idhu alternate verification server.	KYC renew panna message la vandha pudhu site ku bank password kudukka vendam. Usual bank app alladhu branch use pannunga.
Tanglish	family_emergency	brother-phone-broken	PAYMENT_REQUEST,URGENCY	false	false	Naan unga anna, phone odanjiduchu. Call panna mudiyadhu, emergency hospital deposit indha friend account ku ippo anuppu.	Anna phone repair la irukku. Innikku evening veetu landline ku call pannunga; indha message la payment request illa.
Tanglish	prize	lottery-release-tax	PAYMENT_REQUEST	false	true	Unga number draw la win aagiduchu. Prize release tax en wallet ku pay pannunga, winnings udane varum.	Prize release tax personal wallet ku anuppa vendam. Neenga enter pannaadha draw oda winning message ah verify pannunga.
Tanglish	fake_support	seller-deactivate-code	OTP_REQUEST,ACCOUNT_THREAT	true	true	Seller account disable aagapogudhu. Mobile ku vandha verification number enakku sollunga, restriction naan remove panren.	Seller restriction official dashboard la paarunga. Verification number support chat ku anuppina account access pogalam.
Tanglish	job_scam	rating-task-topup	PAYMENT_REQUEST	false	true	Rating task earnings unlock panna wallet la innum deposit pannunga. Negative balance clear aana withdrawal enable aagum.	Earnings edukka thirumba thirumba deposit ketta stop pannunga. Task platform chat promise mattum nambi kaasu anuppa vendam.
Tanglish	government_impersonation	tax-clearance-wallet	GOVERNMENT_IMPERSONATION,PAYMENT_REQUEST	false	false	Tax refund officer naan dhaan. File clear panna processing fee en personal account ku transfer pannunga.	Tax refund status portal la update aagiyirukku. Official account la sign in panni notice padikkalaam; personal transfer thevai illa.
Tanglish	implicit_otp	auth-gym-membership	OTP_REQUEST,URGENCY	true	true	Gym membership login open pannirukken. Phone la code vandhirukkum, seekiram anuppunga verification expire aagapogudhu.	Gym membership ku login code expire aana pudhusa request pannalaam. Expiry pressure irundhaalum code share panna vendam.
Tanglish	implicit_otp	auth-loyalty-cashback	OTP_REQUEST	true	false	Cashback claim ku phone la temporary number vandhirukkum. Adha enakku sollunga, unga behalf la form submit panren.	Cashback credited nu account la notification irukku. Rewards tab la details paarunga, temporary number reply panna vendam.
Tanglish	contradiction	auth-training-live-code	OTP_REQUEST	true	true	Training la code share panna koodadhu nu solluvom. Aana indha live demo ku unga real authentication number enakku anuppunga.	Training demo ku dummy numbers mattum use pannunga. Real authentication number teacher kettaalum anuppa vendam.
Tanglish	remote_access	remote-unattended-mode	REMOTE_ACCESS	false	true	Naan naalaikku repair panren, support app la unattended access on pannitu connection ID anuppunga.	Unattended access on irundha neenga illaadhapodhum device control panna mudiyum. Unsolicited repair caller ku adhai enable panna vendam.
Tanglish	investment	crypto-double-weekend	INVESTMENT_PROMISE,PAYMENT_REQUEST	false	false	Crypto group ku savings anuppunga. Weekend kulla double return guaranteed, market down aanaalum loss illa.	Crypto market pathi discussion naalaikku irukku. Indha group notice la deposit request alladhu guaranteed return offer edhuvum illa.
Tanglish	phishing	work-login-mirror	LINK_REQUEST,CREDENTIAL_REQUEST	false	true	Office login server maariyachu, https://staff-check.example la usual password podunga. Illana salary access stop aagum.	Office password pudhu mirror link la poda vendam. Saved IT helpdesk number moolama server change nijama nu check pannunga.
Tanglish	payment_request	room-viewing-deposit	PAYMENT_REQUEST,URGENCY	false	false	Flat paarka munnaadi token en wallet ku anuppunga. Vera tenant wait panraru, five minutes dhaan irukku.	Flat viewing Sunday morning book panniyachu. Property la agent ah meet pannunga; appointment ku advance payment ketkala.
Tanglish	qr_fraud	qr-parking-reversal	PAYMENT_REQUEST	false	true	Parking extra charge refund ku indha QR scan pannunga. Pay screen vandhaalum PIN pottu approve pannunga.	Parking refund nu solli pay screen approve panna sollina seiya vendam. Receipt vechu official counter la complaint pannunga.
Hindi	implicit_otp	auth-medical-portal	OTP_REQUEST	true	true	अस्पताल का पोर्टल मैं खोल रहा हूँ। आपके फोन पर साइन इन के जो छह अंक आए हैं वे मुझे पढ़कर बता दें, मैं पंजीकरण पूरा कर दूँगा।	अस्पताल के पंजीकरण के लिए साइन इन के छह अंक किसी कर्मचारी को न बताएं। अपने खोले हुए पोर्टल पर उन्हें स्वयं भरें।
Hindi	implicit_otp	auth-train-waitlist	OTP_REQUEST,URGENCY	true	false	आपकी प्रतीक्षा सूची वाली सीट अभी पक्की हो सकती है। मोबाइल पर आया सत्यापन नंबर तुरंत मुझे भेज दें, समय निकल रहा है।	प्रतीक्षा सूची की स्थिति अपने बुकिंग खाते में देखें। यह सूचना किसी सत्यापन नंबर या भुगतान का जवाब नहीं मांगती।
Hindi	implicit_otp	auth-college-fee-receipt	OTP_REQUEST	true	true	कॉलेज की फीस रसीद निकालने के लिए आपके खाते में जाना है। नए लॉगिन संदेश के अंक मुझे बता दीजिए, रसीद मैं निकाल दूँगा।	फीस रसीद का संदर्भ नंबर अलग है और लॉगिन संदेश के अंक अलग हैं। लॉगिन वाले अंक किसी को न बताएं।
Hindi	implicit_otp	auth-broadband-slot	OTP_REQUEST,URGENCY	true	true	ब्रॉडबैंड लगाने का समय खत्म हो रहा है। फोन पर जो अस्थायी सत्यापन अंक आए हैं उन्हें अभी मेरे चैट में लिख दें।	ब्रॉडबैंड का समय खत्म होने का दबाव देकर कोई अस्थायी सत्यापन अंक मांगे तो न दें। सेवा प्रदाता से स्वयं संपर्क करें।
Hindi	implicit_otp	auth-number-not-otp	OTP_REQUEST	true	true	मैं ओटीपी नहीं मांग रहा, बस फोन के नए लॉगिन संदेश में लिखे छह नंबर पढ़कर सुना दें ताकि आपके लिए आगे बढ़ सकूँ।	लॉगिन संदेश के छह नंबर को कोई ओटीपी न कहे तब भी वे गोपनीय हैं। उन्हें फोन पर पढ़कर न सुनाएं।
Hindi	contradiction	auth-exclusive-recipient	OTP_REQUEST	true	true	यह कोड किसी दूसरे को मत दीजिए। मैं आपका निर्धारित सत्यापन अधिकारी हूँ, इसलिए इसे केवल मेरे पास भेजना है।	निर्धारित सत्यापन अधिकारी होने का दावा करने वाले को भी कोड न भेजें। केवल मेरे पास भेजिए कहना सुरक्षा का प्रमाण नहीं है।
Hindi	credential_request	atm-keypad-digits	CREDENTIAL_REQUEST	true	true	कार्ड खोलने के लिए एटीएम पर दबाए जाने वाले चार अंकों को एक एक करके मुझे बताएं। पिन शब्द बोलने की जरूरत नहीं है।	एटीएम पर दबाए जाने वाले चार अंक भी आपका पिन ही हैं। कार्ड खोलने के नाम पर उन्हें किसी को न बताएं।
Hindi	credential_request	email-password-photo	CREDENTIAL_REQUEST	false	false	आपकी ईमेल बहाल करने के लिए पुराना पासवर्ड कागज पर लिखकर उसकी तस्वीर भेजें। हमारा तकनीशियन उससे खाते में जाएगा।	ईमेल बहाल करने के लिए आधिकारिक रीसेट पृष्ठ का उपयोग करें। सहायता टिकट में पासवर्ड या उसकी तस्वीर नहीं चाहिए।
Hindi	bank_impersonation	bank-cancel-transfer	BANK_IMPERSONATION,OTP_REQUEST,URGENCY	false	true	मैं बैंक की धोखाधड़ी रोकने वाली शाखा से हूँ। अभी ओटीपी बताएं ताकि पैसा निकलने से पहले यह लेनदेन रद्द कर सकूँ।	लेनदेन रद्द करने के बहाने भी ओटीपी किसी कॉलर को न दें। बैंक के अपने ऐप में दिए नंबर पर स्वयं फोन करें।
Hindi	government_impersonation	police-identity-deposit	GOVERNMENT_IMPERSONATION,PAYMENT_REQUEST,URGENCY	false	true	पुलिस जांच में आपका नाम है। गिरफ्तारी रोकने के लिए अभी मेरे बताए निजी खाते में सुरक्षा राशि जमा कर दें।	पुलिस के नाम पर गिरफ्तारी रोकने के लिए निजी खाते में राशि मांगना संदिग्ध है। कार्यालय के प्रकाशित नंबर से पुष्टि करें।
Hindi	upi	upi-receive-debit	PAYMENT_REQUEST	false	true	आपको पैसे भेजने हैं, इसलिए मेरे कलेक्ट अनुरोध को स्वीकार करके यूपीआई पिन डालें। यह डेबिट केवल पैसे प्राप्त करने की जांच है।	यूपीआई कलेक्ट अनुरोध पर पिन डालने से पैसे निकल सकते हैं। पैसे प्राप्त करने के नाम पर डेबिट स्वीकार न करें।
Hindi	qr_fraud	qr-secondhand-buyer	PAYMENT_REQUEST	false	false	आपकी पुरानी साइकिल खरीदनी है। मेरा भुगतान पाने के लिए यह क्यूआर स्कैन करें और दिख रही राशि को पिन से मंजूर करें।	साइकिल का भुगतान आपके खाते में जमा हो गया है। अपनी बैंकिंग ऐप में क्रेडिट की पुष्टि करके ही सामान सौंपें।
Hindi	refund	refund-verification-deposit	PAYMENT_REQUEST	false	false	उपकरण का रिफंड तैयार है। पहले हमारे प्रतिनिधि के खाते में वापसी योग्य सत्यापन जमा भेजें, उसके बाद पूरी रकम मिलेगी।	उपकरण का रिफंड उसी भुगतान माध्यम पर भेज दिया गया है जिससे खरीद हुई थी। किसी अतिरिक्त जमा की जरूरत नहीं है।
Hindi	investment	gold-fixed-return	INVESTMENT_PROMISE,PAYMENT_REQUEST	false	true	हमारी निजी सोना योजना में कभी नुकसान नहीं होता। आज राशि जमा करें और हर दिन निश्चित लाभ पाएं, मूलधन की पूरी गारंटी है।	हर दिन निश्चित लाभ और कभी नुकसान नहीं होने के दावे पर बचत न लगाएं। योजना चलाने वाले की स्वतंत्र जांच करें।
Hindi	crypto	wallet-seed-support	CREDENTIAL_REQUEST	false	true	वॉलेट ठीक करने के लिए उसके बारह रिकवरी शब्द मुझे भेज दें। हमारा सहायता उपकरण उन्हीं शब्दों से आपकी रकम वापस दिखा देगा।	वॉलेट के बारह रिकवरी शब्द सहायता कर्मचारी को भी न भेजें। इन शब्दों से दूसरा व्यक्ति रकम पर नियंत्रण पा सकता है।
Hindi	job_scam	job-equipment-seller	PAYMENT_REQUEST	false	false	आप बिना अगले साक्षात्कार के चुन लिए गए हैं। अनुबंध जारी होने से पहले मेरे निजी भुगतान खाते से उपकरण खरीद लें।	आपका अगला साक्षात्कार मंगलवार को है। उपकरण और अनुबंध की जानकारी चयन के बाद दी जाएगी; अभी कोई भुगतान नहीं मांगा गया है।
Hindi	delivery	address-card-update	LINK_REQUEST,CREDENTIAL_REQUEST	false	false	पते की पुष्टि नहीं हुई है। पार्सल फिर भेजने के लिए https://parcel-fix.example पर कार्ड नंबर और सीवीवी भरें।	पार्सल वाले को इमारत का नाम नहीं मिला। अपने मूल ऑर्डर पृष्ठ से पते में सही इमारत का नाम जोड़ दें।
Hindi	remote_access	remote-ticket-id	REMOTE_ACCESS	true	true	सहायता ऐप खोलकर उसका कनेक्शन नंबर मुझे पढ़कर बताएं। पूरा नियंत्रण देने का संदेश आए तो स्वीकार करें, फोन मैं चला लूँगा।	सहायता ऐप का कनेक्शन नंबर देने से किसी को फोन का नियंत्रण मिल सकता है। अनजान कॉलर को पूरा नियंत्रण न दें।
Hindi	kyc	kyc-caller-code	IDENTITY_VERIFICATION,OTP_REQUEST	true	true	केवाईसी मैं इसी कॉल पर नवीनीकृत कर सकता हूँ। आपके मोबाइल के सत्यापन संदेश में जो नंबर है वह मुझे बता दें।	केवाईसी के लिए कॉलर को मोबाइल के सत्यापन संदेश का नंबर न बताएं। बैंक की अपनी शाखा या ऐप से प्रक्रिया करें।
Hindi	family_emergency	cousin-new-number	PAYMENT_REQUEST,URGENCY	false	false	मैं तुम्हारा चचेरा भाई हूँ और दूसरे फोन से लिख रहा हूँ। बात नहीं कर सकता, अस्पताल की जमा राशि तुरंत इस खाते में भेज दो।	चचेरे भाई ने कल अस्पताल साथ चलने के लिए घर के नंबर पर फोन करने को कहा है। इस संदेश में कोई राशि नहीं मांगी गई है।
Hindi	prize	prize-tax-advance	PAYMENT_REQUEST	false	true	आपका नंबर इनाम के लिए चुना गया है। जीत की रकम जारी करने से पहले मेरे वॉलेट में पुरस्कार कर भेज दें।	इनाम लेने के लिए किसी निजी वॉलेट में कर न भेजें। आयोजक से स्वतंत्र रूप से जांचें कि आपने प्रतियोगिता में भाग भी लिया था या नहीं।
Hindi	fake_support	marketplace-login-approval	OTP_REQUEST	true	true	विक्रेता सहायता से बोल रहा हूँ। खाते की रोक हटाने के लिए फोन पर आए लॉगिन अनुमोदन के अंक पढ़कर बताएं।	विक्रेता सहायता को लॉगिन अनुमोदन के अंक नहीं चाहिए। खाते की रोक को अपने बाजार मंच के डैशबोर्ड में जांचें।
Hindi	job_scam	task-unfreeze-fee	PAYMENT_REQUEST	false	true	रेटिंग काम से आपकी कमाई तैयार है। निकासी खोलने के लिए पहले टास्क वॉलेट में अपना पैसा डालकर स्तर बढ़ाएं।	कमाई निकालने के लिए बार बार अपना पैसा जमा करने को कहने वाले टास्क मंच से सावधान रहें। नए भुगतान रोक दें।
Hindi	phishing	cloud-share-password	LINK_REQUEST,CREDENTIAL_REQUEST	false	false	साझा दस्तावेज खोलने के लिए https://document-confirm.example पर अपनी ईमेल का असली पासवर्ड भरें। इसके बिना फाइल नहीं खुलेगी।	दस्तावेज सामान्य साझा कार्य फोल्डर में रखा है। अपने दस्तावेज ऐप से खोलें; ईमेल पासवर्ड का जवाब नहीं चाहिए।
Hindi	contradiction	auth-training-live-code	OTP_REQUEST	true	true	प्रशिक्षण में हम कहते हैं कोड साझा न करें। लेकिन आज के वास्तविक प्रदर्शन के लिए अपना असली लॉगिन नंबर मुझे भेज दें।	प्रशिक्षण में उदाहरण के लिए नकली कोड रखें। वास्तविक प्रदर्शन के नाम पर भी अपना असली लॉगिन नंबर किसी को न भेजें।
Hindi	credential_request	school-account-password	CREDENTIAL_REQUEST	false	true	कक्षा समूह में जोड़ने के लिए बच्चे के स्कूल खाते का पासवर्ड मुझे संदेश में भेजें। मैं उसके खाते से सदस्यता स्वीकार कर दूँगा।	कक्षा समूह में जोड़ने वाले शिक्षक को बच्चे के खाते का पासवर्ड न भेजें। अभिभावक अपने खाते से स्वयं स्वीकृति दे सकते हैं।
Hindi	implicit_otp	auth-loyalty-cashback	OTP_REQUEST	true	false	कैशबैक जोड़ने के लिए फोन पर अस्थायी लॉगिन नंबर आया होगा। वही मुझे बोल दें, फॉर्म मैं आपकी ओर से भर रहा हूँ।	कैशबैक आपके खाते में जोड़ दिया गया है। रिवॉर्ड पृष्ठ पर विवरण देखें; इस सूचना का जवाब नहीं देना है।
Hindi	payment_request	room-viewing-deposit	PAYMENT_REQUEST,URGENCY	false	false	मकान दिखाने से पहले मेरे वॉलेट में टोकन भेजें। दूसरा किरायेदार इंतजार कर रहा है, पांच मिनट में भुगतान चाहिए।	मकान देखने का समय रविवार सुबह तय है। संपत्ति पर प्रतिनिधि से मिलें; मुलाकात की पुष्टि में भुगतान नहीं मांगा गया है।
Hindi	qr_fraud	qr-parking-reversal	PAYMENT_REQUEST	false	true	पार्किंग का अतिरिक्त पैसा वापस पाने के लिए क्यूआर स्कैन करें। स्क्रीन पर भुगतान लिखा आए तब भी पिन डालकर मंजूर करें।	पार्किंग रिफंड के नाम पर भुगतान स्क्रीन मंजूर न करें। अपनी रसीद लेकर आधिकारिक काउंटर पर शिकायत करें।
Hindi	government_impersonation	tax-clearance-wallet	GOVERNMENT_IMPERSONATION,PAYMENT_REQUEST	false	false	मैं कर विभाग का रिफंड अधिकारी हूँ। फाइल खोलने की फीस मेरे निजी खाते में जमा करा दें, उसके बाद रिफंड जारी होगा।	कर रिफंड की स्थिति पोर्टल पर बदली है। अपने पंजीकृत खाते में सूचना पढ़ें और जरूरत हो तो आधिकारिक कार्यालय से संपर्क करें।
Tamil	implicit_otp	auth-medical-portal	OTP_REQUEST	true	true	மருத்துவமனை கணக்கை நான் திறக்கிறேன். உங்கள் போனில் வந்த உள்நுழைவு செய்தியின் ஆறு எண்களைப் படித்துச் சொல்லுங்கள்; பதிவை நான் முடிக்கிறேன்.	மருத்துவமனை பதிவுக்காக உள்நுழைவு செய்தியின் ஆறு எண்களை ஊழியரிடம் சொல்ல வேண்டாம். நீங்கள் திறந்த தளத்தில் நீங்களே உள்ளிடுங்கள்.
Tamil	implicit_otp	auth-ticket-seat	OTP_REQUEST,URGENCY	true	false	இருக்கை முன்பதிவு முடியப் போகிறது. போனில் வந்த சரிபார்ப்பு எண்ணை உடனே எனக்கு அனுப்புங்கள்; எனது கணினியில் பதிவை முடிக்கிறேன்.	முன்பதிவு குறிப்பு எண் ரசீதில் உள்ளது. அதிகாரப்பூர்வ செயலியில் நிலையைப் பாருங்கள்; இந்த அறிவிப்பிற்கு உள்நுழைவு எண்ணை அனுப்ப வேண்டியதில்லை.
Tamil	implicit_otp	auth-college-fee-receipt	OTP_REQUEST	true	true	கல்லூரி கட்டண ரசீதை எடுக்க உங்கள் கணக்கில் செல்ல வேண்டும். புதிய உள்நுழைவு செய்தியில் வந்த எண்களை எனக்குச் சொல்லுங்கள்.	கட்டண ரசீதின் குறிப்பு எண்ணும் உள்நுழைவு செய்தியின் எண்களும் வேறு. உள்நுழைவு எண்களை யாரிடமும் பகிர வேண்டாம்.
Tamil	implicit_otp	auth-broadband-slot	OTP_REQUEST,URGENCY	true	true	இணைய இணைப்பு பொருத்தும் நேரம் முடிகிறது. மொபைலில் வந்த தற்காலிக சரிபார்ப்பு எண்ணை இப்போதே எனது அரட்டைக்கு அனுப்புங்கள்.	இணைப்பு நேரம் முடிவதாகச் சொன்னாலும் தற்காலிக சரிபார்ப்பு எண்ணை அனுப்ப வேண்டாம். சேவை நிறுவனத்தை நீங்களே தொடர்பு கொள்ளுங்கள்.
Tamil	implicit_otp	auth-number-not-otp	OTP_REQUEST	true	true	ஓடிபி கேட்கவில்லை. போனின் புதிய உள்நுழைவு செய்தியில் உள்ள ஆறு எண்களை மட்டும் படித்துச் சொல்லுங்கள்; உங்களுக்காக நான் தொடர்கிறேன்.	ஓடிபி என்ற பெயரைப் பயன்படுத்தாவிட்டாலும் உள்நுழைவு செய்தியின் ஆறு எண்கள் ரகசியமானவை. அவற்றை அழைப்பாளருக்குப் படித்துச் சொல்ல வேண்டாம்.
Tamil	contradiction	auth-exclusive-recipient	OTP_REQUEST	true	true	இந்தக் குறியீட்டை மற்றவர்களுக்குக் கொடுக்காதீர்கள். நான் உங்களுக்கு நியமிக்கப்பட்ட சரிபார்ப்பாளர் என்பதால் எனக்கு மட்டும் அனுப்புங்கள்.	நியமிக்கப்பட்ட சரிபார்ப்பாளர் என்று கூறுபவருக்கும் குறியீட்டை அனுப்ப வேண்டாம். எனக்கு மட்டும் என்று கேட்பது பாதுகாப்பு உத்தரவாதம் அல்ல.
Tamil	credential_request	upi-pin-voice-check	CREDENTIAL_REQUEST	false	true	யுபிஐ கணக்கை உறுதி செய்ய பணம் அனுப்பும்போது பயன்படுத்தும் பின் எண்ணை அழைப்பில் சொல்லுங்கள். குரல் சரிபார்ப்பை நான் முடிக்கிறேன்.	யுபிஐ பின் எண்ணை தொலைபேசி அழைப்பில் சொல்ல வேண்டாம். குரல் சரிபார்ப்பிற்கு பணம் அனுப்பும் பின் எண் தேவையில்லை.
Tamil	credential_request	email-password-photo	CREDENTIAL_REQUEST	false	false	மின்னஞ்சலை மீட்க பழைய கடவுச்சொல்லை காகிதத்தில் எழுதி புகைப்படம் அனுப்புங்கள். எங்கள் நிபுணர் அதைப் பயன்படுத்திக் கணக்கில் நுழைவார்.	மின்னஞ்சலை மீட்க அதிகாரப்பூர்வ கடவுச்சொல் மாற்றும் பக்கத்தைப் பயன்படுத்துங்கள். உதவி கோரிக்கையில் கடவுச்சொல் புகைப்படம் தேவையில்லை.
Tamil	bank_impersonation	bank-cancel-transfer	BANK_IMPERSONATION,OTP_REQUEST,URGENCY	false	true	வங்கியின் மோசடி தடுப்புப் பிரிவிலிருந்து பேசுகிறேன். பணம் வெளியேறும் முன் பரிமாற்றத்தை நிறுத்த ஓடிபியை உடனே சொல்லுங்கள்.	பரிமாற்றத்தை நிறுத்துவதாகக் கூறினாலும் அழைப்பாளரிடம் ஓடிபியைச் சொல்ல வேண்டாம். வங்கிச் செயலியில் உள்ள எண்ணை நீங்களே அழையுங்கள்.
Tamil	government_impersonation	customs-private-fine	GOVERNMENT_IMPERSONATION,PAYMENT_REQUEST,URGENCY	false	true	சுங்க அதிகாரி பேசுகிறேன். உங்கள் பார்சல் மீது வழக்கு உள்ளது; கைது நடவடிக்கையைத் தவிர்க்க உடனே இந்த தனிப்பட்ட வாலெட்டிற்கு அபராதம் செலுத்துங்கள்.	சுங்க அதிகாரி என்று கூறி தனிப்பட்ட வாலெட்டில் உடனடி அபராதம் கேட்பதை நம்ப வேண்டாம். வெளியிடப்பட்ட அலுவலக எண்ணில் உறுதி செய்யுங்கள்.
Tamil	upi	upi-receive-debit	PAYMENT_REQUEST	false	true	உங்களுக்குப் பணம் வருவதற்கு எனது கலெக்ட் கோரிக்கையை ஏற்று யுபிஐ பின் எண்ணை உள்ளிடுங்கள். டெபிட் என்று காட்டுவது பணம் பெறுவதற்கான சோதனைதான்.	யுபிஐ கோரிக்கையை பின் எண்ணால் ஏற்றால் பணம் வெளியேறலாம். பணம் பெறுவதற்காக டெபிட் அனுமதி கொடுக்க வேண்டாம்.
Tamil	qr_fraud	qr-secondhand-buyer	PAYMENT_REQUEST	false	false	உங்கள் பழைய நாற்காலியை வாங்குகிறேன். எனது பணத்தைப் பெற இந்த க்யூஆரை ஸ்கேன் செய்து காட்டும் தொகையை பின் எண்ணால் ஒப்புக்கொள்ளுங்கள்.	நாற்காலிக்கான பணம் உங்கள் கணக்கில் வந்ததாக வாங்குபவர் கூறுகிறார். உங்கள் வங்கிச் செயலியில் வரவை உறுதி செய்த பிறகு பொருளைக் கொடுங்கள்.
Tamil	refund	refund-verification-deposit	PAYMENT_REQUEST	false	false	சாதனத்தின் பணத்தைத் திருப்பித் தரத் தயார். முதலில் எங்கள் பிரதிநிதியின் கணக்கில் சரிபார்ப்பு முன்பணம் செலுத்துங்கள்; பிறகு முழுத் தொகையும் வரும்.	சாதனத்தின் பணம் முதலில் பயன்படுத்திய கட்டண முறைக்கே திருப்பி அனுப்பப்பட்டது. கூடுதல் முன்பணம் எதுவும் தேவையில்லை.
Tamil	investment	gold-fixed-return	INVESTMENT_PROMISE,PAYMENT_REQUEST	false	true	எங்கள் தனியார் தங்கத் திட்டத்தில் இழப்பு வராது. இன்று பணம் செலுத்துங்கள்; தினமும் உறுதியான லாபமும் முதலுக்கு முழு உத்தரவாதமும் உண்டு.	தினசரி உறுதியான லாபம், இழப்பே இல்லை என்று கூறும் திட்டத்தில் சேமிப்பை அனுப்ப வேண்டாம். நிறுவனத்தைத் தனியாக ஆராயுங்கள்.
Tamil	crypto	wallet-seed-support	CREDENTIAL_REQUEST	false	true	வாலெட் சரியாக இயங்க அதன் பன்னிரண்டு மீட்பு வார்த்தைகளை எனக்கு அனுப்புங்கள். உதவிக் கருவியில் அவற்றைப் போட்டு உங்கள் நாணயங்களை மீட்கிறேன்.	வாலெட்டின் பன்னிரண்டு மீட்பு வார்த்தைகளை உதவியாளருக்கும் அனுப்ப வேண்டாம். அவற்றைக் கொண்டு வேறொருவர் பணத்தைக் கட்டுப்படுத்த முடியும்.
Tamil	job_scam	job-registration-charge	PAYMENT_REQUEST	false	false	நேர்காணல் இல்லாமல் வேலை உறுதியாகிவிட்டது. பணி ஆணை அனுப்புவதற்கு முன் தேர்வாளரின் தனிப்பட்ட யுபிஐக்கு பதிவுக் கட்டணம் செலுத்துங்கள்.	நேர்காணல் வியாழன் நடைபெறும். பணியின் விவரம் மின்னஞ்சலில் உள்ளது; நேர்காணலில் பங்கேற்க கட்டணம் இல்லை.
Tamil	delivery	address-card-update	LINK_REQUEST,CREDENTIAL_REQUEST	false	false	விநியோக முகவரி சரிபார்க்கப்படவில்லை. https://parcel-fix.example தளத்தில் அட்டை எண் மற்றும் சிவிவி கொடுத்தால் மட்டுமே மீண்டும் அனுப்ப முடியும்.	விநியோக முகவரியில் கட்டடத்தின் பெயர் இல்லை. உங்கள் அசல் ஆர்டர் பக்கத்தில் கட்டடப் பெயரைச் சேர்க்கவும்.
Tamil	remote_access	remote-ticket-id	REMOTE_ACCESS	true	true	உதவி செயலியைத் திறந்து அதில் உள்ள இணைப்பு எண்ணைச் சொல்லுங்கள். முழுக் கட்டுப்பாடு கேட்கும் பெட்டியை ஏற்றால் உங்கள் போனை நான் இயக்குவேன்.	உதவி செயலியின் இணைப்பு எண்ணைச் சொன்னால் மற்றவருக்கு தொலைநிலை அணுகல் கிடைக்கலாம். அறிமுகமில்லாத அழைப்பாளருக்கு முழுக் கட்டுப்பாடு கொடுக்க வேண்டாம்.
Tamil	kyc	kyc-caller-code	IDENTITY_VERIFICATION,OTP_REQUEST	true	true	கேஒய்சியை இந்த அழைப்பிலேயே புதுப்பிக்கலாம். உங்கள் போனின் சரிபார்ப்பு செய்தியில் வந்த எண்ணை எனக்குச் சொல்லுங்கள்; வங்கிப் படிவத்தை நான் முடிக்கிறேன்.	கேஒய்சிக்காக போனில் வந்த சரிபார்ப்பு எண்ணை அழைப்பாளரிடம் சொல்ல வேண்டாம். வங்கியின் செயலி அல்லது கிளையைப் பயன்படுத்துங்கள்.
Tamil	family_emergency	brother-phone-broken	PAYMENT_REQUEST,URGENCY	false	false	நான் உன் அண்ணன், போன் உடைந்ததால் வேறு எண்ணிலிருந்து எழுதுகிறேன். பேச முடியாது; மருத்துவமனை முன்பணத்தை உடனே இந்த நண்பரின் கணக்கிற்கு அனுப்பு.	அண்ணனின் போன் பழுதுபார்ப்பில் உள்ளது. மாலை வீட்டு தொலைபேசியில் அழைத்து நாளைய மருத்துவமனை பயணத்தை உறுதி செய்; பணம் கேட்கவில்லை.
